Name ar,Name en,Description ar,Description en,Short Description ar,Short Description en,Sub Cat ID,Price,Price After Sale,Status,Vendor ID,Stock (numbers),SKU,Brand,Shipping ID,Is Featured ?,Tag1 (Optional),Tag2 (Optional),Tag3 (Optional),image1,image2,image3.
مزهرية فخارية من فرانشيسكا باللون الأبيض الفاتح,Francesca Pottery Vase Textured Off White ,<P> مزهرية مزخرفة مصنوعة من الفخار عالي الجودة تضفي الأناقة والجمال على أي منطقة معيشة أو تناول طعام.</p>,<P>  A decorative vase  made of high quality pottery that provides elegance & buty for any living or dining area.</p>,<p>أبعاد المزهرية: (طول*عرض) (25*22) سم مادة المزهرية: فخار اللون: أبيض مزخرف</p>,<p>Vase Dimensions: (L*W) (25*22) cm Vase Material: Pottery  Vase Color: Textured off white</p>,70,500,349,Published,19941,100,DCH-0019,,896,FALSE,,,,https://lacasa.fra1.digitaloceanspaces.com/public/products/64fef16957229.,https://lacasa.fra1.digitaloceanspaces.com/public/products/64fef16957229.,
